PROFILE_ID,PROFILE_NAME,DATA_TYPE,USER_DESCRIPTION,SELECT_VALUE
6924,CUST_360_MOST_USED_DAY_SITE_ID_90D,numeric,"A numeric value representing the Site ID of the network cell tower most frequently used by a subscriber during the day over the last 90D. | This numeric Site Id helps identify the Most Used Day Site over 90D, aiding network planning and location-based offers from the CRM system. | This numeric value supports geo-segmentation by identifying the Most Used Day Site over 90D for behavioral analysis of daily routines from DWH data. | Numeric primary daytime location ID in 90D; Most Used Day Site; subscriber's main day cell ID from BSS logs. | What is the numeric Site ID for the customer's Most Used Day location in the last 90D from the billing system?",
6925,CUST_360_MOST_USED_DAY_SITE_REGION_90D,string,"A string value from the CRM identifying the geographic region of the most used day cell site for a subscriber over the last 90 days. | This string helps target regional campaigns based on a customer's most used network region during the day over the last 90 days. | Used for customer segmentation in the CRM by their most used day region, enabling location-based insights and propensity modeling. | Subscriber's primary daytime network region in 90D; most used day site location; customer's main activity region (string). | What is the customer's most used day region for a targeted campaign? This is a string value.",
6926,CUST_360_MOST_USED_DAY_SITE_TECHNOLOGY_90D,string,"A string value in the CRM system identifying the Most Used network Technology (e.g., 4G, 5G) at a subscriber's primary site over 90D. | This string helps network planning by identifying the primary Day Site Technology, guiding upgrades and targeted 5G marketing campaigns for specific locations. | Used for customer segmentation based on the Most Used Technology; this string value helps identify candidates for device upgrade offers from a billing system. | Subscriber's primary Day Site Technology in 90D; dominant network type at main location; a string representing the most common network connection. | What is the string for the Most Used network Technology at the customer's primary cell tower during the day?",
6927,CUST_360_MOST_USED_NIGHT_SITE_ID_90D,numeric,"A numeric value from the CRM representing the cell site ID most frequently used by a subscriber at night over the last 90 days. | This numeric ID for the most used night site helps in network planning and offering location-based services like home broadband. | For subscriber segmentation based on home location, this numeric most used night site ID helps target regional marketing campaigns. | Primary night site ID, home cell tower ID in 90D, most frequent overnight location; a numeric value from the billing system. | What is the subscriber's most used night site? Give me the numeric ID from the network data.",
6928,CUST_360_MOST_USED_NIGHT_SITE_REGION_90D,string,"A string value from the data warehouse identifying the subscriber's most used night site region over the last 90 days. | Identifies a customer's home location based on their most frequented night region, crucial for network planning and location-based offers. This is a string value. | Used in the CRM for geo-segmentation by identifying the most used night region, enabling targeted home broadband or local service campaigns. It's a string. | Subscriber's primary night region in 90D; home cell tower location; customer's most common overnight area. This is stored as a string. | What is the subscriber's primary night region? Show me their most common location after hours. This is a string field.",
6929,CUST_360_MOST_USED_NIGHT_SITE_TECHNOLOGY_90D,string,"A string data type from the CRM identifying the most used network technology at a subscriber's primary night site over the last 90 days. | This string value helps network planning prioritize upgrades for the most used technology at a subscriber's primary night site, enhancing home connectivity. | This string metric enables customer segmentation based on the most used night technology, driving targeted campaigns for 5G upgrades from the billing system. | Primary night site technology in 90D; dominant home cell tower network type; most used evening network technology; a string value from the CRM. | What is the subscriber's most used network technology (a string) at their primary night site from the network logs?",
6930,CUST_360_VLR_ACTIVE_STATUS,string,"A string data field indicating a subscriber's Vlr Active Status ('Home' or 'Roam') on the mobile network's Visitor Location Register. | This string value helps identify a subscriber's Vlr Active Status to apply correct roaming charges and manage network resource allocation. | Used for subscriber segmentation based on Vlr Active Status (string), analyzing roaming patterns, and personalizing offers for frequent roamers. | Subscriber roaming status, VLR location, current network status, customer's Vlr Active Status (string: 'Home' or 'Roam'). | What is the subscriber's current VLR Active Status on the network, 'Home' or 'Roam' (string)?","Home,Roam"
6931,CUST_360_ACTIVATION_BUSINESS,string,"A string field from the CRM system indicating the status of a C360 Business subscriber's service Activation. | Used in the billing system to track new Business Activation and trigger welcome campaigns for new enterprise subscribers. This is a string value. | Analyzes Business Activation trends by channel for segmentation, helping to measure campaign performance for enterprise clients. This is a string field. | Business account activation status, enterprise service activation type, C360 business customer activation details. This is a string value. | What is the Activation status for this Business subscriber's new plan? This is a string value.",
6932,CUST_360_ACTIVATION_CSR_ID,string,"A unique string identifier (CSR ID) from the CRM system, capturing the agent who processed a customer's service Activation. | This string Csr ID helps track agent performance and quality for each new service Activation in our call center operations. | Used to analyze Activation success rates by Csr Id (string), enabling performance-based segmentation for incentive campaigns and training. | Show me the agent's string Csr Id for the Activation; find the representative who handled the new service setup. | What is the string Csr Id for the agent who handled the subscriber's last service Activation?",
6933,CUST_360_ACTIVATION_CSR_NAME,string,"A string data field from the CRM system identifying the full name of the CSR who handled a customer's service activation. | This string value tracks the CSR name for each activation, helping managers evaluate agent performance and customer onboarding experience in the contact center. | Used as a string attribute for segmenting activations by CSR, analyzing if a specific agent's activations lead to higher satisfaction or early churn. | Show me the activating agent's name; CSR who did the activation; subscriber activation agent name; string for Csr Name. | Which CSR handled this customer's activation? I need the agent's string name from the C360 profile.",
6934,CUST_360_ACTIVATION_CSR_OUTLET_REGION,string,"A string field from the CRM system identifying the geographical Region of the Outlet where a customer's service Activation occurred. | This string value helps track sales performance by CSR and Outlet Region, aiding in resource allocation for different activation centers. | Used for geographical segmentation of new activations, analyzing regional trends, and targeting campaigns based on the Outlet Region string. | CSR Activation Region, Outlet location string, BSS activation point, or the string value for the customer sign-up territory. | What was the Activation Region string for this subscriber's sign-up?",
6935,CUST_360_ACTIVATION_CSR_OUTLET_DEALER,string,"A string data type from the CRM system identifying the CSR, Outlet, or Dealer responsible for a subscriber's activation. | This string value helps track sales channel performance by linking each new activation to a specific Dealer or Outlet for commission calculation. | Used for analytical segmentation to evaluate the performance of each activation CSR or dealer based on this string identifier from the provisioning system. | Show me the activation dealer name; point of sale for activation; which outlet activated the service; a string value for the activating agent. | Which dealer or outlet handled the customer's SIM card activation? This is a string value from the sales system.",
6936,CUST_360_ACTIVATION_PLAN,string,"A string field from the CRM system identifying the subscriber's initial C360 Activation Plan at the time of service sign-up. | This string value helps marketing teams track the initial tariff or Activation Plan chosen by new subscribers for campaign performance analysis. | Used for customer segmentation based on their initial C360 Activation Plan to predict long-term value and tailor retention offers; a string data type. | Initial subscription tariff, first plan selected, customer's starting Activation Plan, original service package; all are string values from the billing system. | What was the subscriber's first Activation Plan? This is a string value from their customer profile.",
6937,CUST_360_ACTIVATION_TYPE,string,"A string field from the CRM system indicating the method of a subscriber's service activation, such as 'New' or 'Port-in'. | This string value helps tailor onboarding campaigns based on the customer's Activation Type, distinguishing new subscribers from those porting from competitors. | Used for analyzing channel performance by segmenting customers based on their string Activation Type to measure acquisition effectiveness from different sources. | Show me the subscriber's sign-up method, customer Activation Type, or source of acquisition as a string value from the billing profile. | What was the customer's Activation method? Give me the string value from their profile.",
6938,CUST_360_ACTIVATION_CHANNEL,string,"A string data type from the CRM system identifying the specific Activation Channel, such as 'Online' or 'Retail', for a new subscriber. | This string value helps optimize marketing spend by tracking the most effective Activation Channel for new subscriber acquisition campaigns. | Used for customer segmentation based on the string value of their Activation Channel to analyze lifetime value and churn from different sources. | Subscriber sign-up source, new customer Activation Channel, acquisition method (string), how the customer was onboarded via the portal. | What was the customer's original Activation Channel (string) when they joined the network?",
6939,CUST_360_MNP_DONOR,string,"A string field in the CRM system identifying the original operator (Mnp Donor) from which a customer ported their number. | This string value identifies the competitor network (Mnp Donor) a new subscriber ported in from, used for tracking acquisition sources. | Used for analytical segmentation of new subscribers based on their previous operator (Mnp Donor) to tailor welcome campaigns. It's a string data type. | Previous carrier, port-in source operator, original network, Mnp Donor name. This is a string field identifying the previous provider. | Show me the Mnp Donor for subscribers who ported in last month. This is a string value identifying the previous network.",
6940,CUST_360_ACT_TECH_TYPE,string,"A string data field from the CRM system identifying the customer's active service activation Tech Type, such as 'Fiber' or '5G'. | This string value for Act Tech Type helps marketing teams in the BSS target customers for network upgrade campaigns, like from DSL to Fiber. | A key string dimension for segmenting the subscriber base by C360 Tech Type to analyze service adoption and network performance. | Alternate string queries: 'customer service technology', 'connection type', 'Act Tech', or 'network access method' from the C360 profile. | What is the customer's active Tech Type string for their service plan in the billing system?",
6941,CUST_360_TERMINATION_BUSINESS,string,"A string field in the CRM system indicating the reason or status for a Business customer's service Termination. | This string value identifies the cause of Business customer Termination, helping retention teams in the billing system prevent future churn. | Used for analytical segmentation of Business accounts by their Termination reason (a string), to measure the impact of anti-churn campaigns. | Business account churn reason; B2B service Termination cause; corporate subscriber disconnection status; a string value from the CRM. | What is the string reason for this Business subscriber's service Termination?",
6942,CUST_360_TERMINATION_CSR_ID,string,"A unique string identifier (Csr Id) from the CRM system for the agent who processed a customer's service termination request. | This string Csr Id helps track agent performance and effectiveness in handling termination calls and applying retention offers in the call center. | Used in churn analysis to correlate specific agent interactions (by Csr Id) with successful or failed retention efforts, using this string value. | Show me the string Csr Id for deactivation; agent who handled termination; closing agent ID; final contact representative for churned subscriber. | Which agent's string Csr Id is linked to this subscriber's termination in the billing system?",
6943,CUST_360_TERMINATION_CSR_NAME,string,"A string data type field from the CRM system that stores the full name of the CSR who processed a service termination request. | This string value identifies the agent responsible for a termination, used by the retention team to review handling procedures and outcomes. | Analyzes the string name of the CSR to correlate agent performance with successful or failed retention attempts after a termination request. | Show me the string name for the termination agent; C360 closing CSR; agent who handled the disconnection from the billing system. | Which CSR handled the customer's termination? This is a string value from our agent database.",
6944,CUST_360_TERMINATION_CSR_OUTLET_REGION,string,"A string field from the CRM system identifying the geographical Region of the CSR Outlet that processed a service Termination. | Identifies the service Region for customer Termination requests, helping to focus retention campaigns and manage churn rates by area. This is a string data type. | Used for analytical segmentation to compare Termination rates across different CSR Outlet Regions and evaluate regional retention performance. This is a string data type. | Show me the 'Termination Region', 'CSR Outlet location for churn', or 'customer service deactivation area'. This is a string data type. | Which Region's CSR outlet handled this subscriber's Termination?",
6945,CUST_360_TERMINATION_CSR_OUTLET_DEALER,string,"A string data field from the CRM system identifying the CSR, outlet, or dealer who processed a customer's service termination. | Used in churn management to track which dealer or outlet is associated with a high volume of service termination requests; a string value. | For analytical segmentation, this string value helps identify patterns in termination reasons linked to a specific dealer outlet or CSR performance. | Show me the termination dealer name; churn CSR ID; subscriber deactivation outlet; a string value for the point of contact. | Which outlet handled this customer's termination? This is a string value from their C360 profile.",
6946,CUST_360_TERMINATION_PLAN,string,"A string field from the CRM system indicating the specific service plan a customer was on at the time of their account termination. | Identifies which termination plan leads to high churn, helping the marketing team design better retention campaigns. This is a string data type. | Used in churn analysis to segment subscribers by their last active plan, revealing patterns in why customers leave. This is a string data type. | Subscriber's final plan, last active tariff before churn, or the customer's termination plan name. This is a string data type. | What was the customer's termination plan before they left the network? This is a string data type.",
6947,CUST_360_TERMINATION_TYPE,string,"A string data field from the CRM system that categorizes the reason for a customer's service Termination, such as voluntary or involuntary. | Used in churn management to understand the Termination Type, helping to tailor retention offers for at-risk subscribers. This is a string value. | For churn analysis, this string value segments subscribers by Termination Type to identify root causes and patterns in customer lifecycle events. | Show me the disconnection reason, account closure category, or service Termination Type. This is a string field from the billing system. | What was the subscriber's account Termination Type from the CRM system? This is a string value.",
6948,CUST_360_TERMINATION_CHANNEL,string,"A string data field from the CRM system identifying the specific C360 Termination Channel (e.g., 'Store', 'Web') used by a customer to end their service. | This string value helps in churn management by tracking which Termination Channel is most used, informing retention strategies for different touchpoints. | Used for analytical segmentation based on the C360 Termination channel string, improving root cause analysis for churn and campaign effectiveness. | Show subscriber's contract Termination Channel; method of cancellation; deactivation touchpoint; reason for leaving channel (string). | Which Termination Channel (string) did the customer use to cancel their plan, as per the billing system?",
6949,CUST_360_MNP_RECIPIENT,string,"A string data type from the CRM system identifying if a subscriber is an MNP Recipient who has ported into our network. | Used to target MNP Recipient customers with special welcome offers via a campaign, tracking their value since port-in. This is a string data type. | For segmentation analysis, compare the usage patterns and churn propensity of the MNP Recipient base against native subscribers. This is a string data type. | Ported-in customers, MNP subscriber flag, new MNP base, recipient of a number porting request. This is a string data type. | Is this customer an MNP Recipient? Show all subscribers who have recently ported in. This is a string data type.",
6950,CUST_360_DCT_TECH_TYPE,string,"A string field from the CRM system identifying the subscriber's primary connection Tech Type, such as 'Fiber' or '5G'. | Used by marketing in the campaign system to target subscribers with specific upgrade offers based on their current network Tech Type (a string). | Enables customer segmentation based on their Dct Tech Type (a string) to analyze adoption rates of new network technologies from the billing system. | Subscriber connection method, network Tech Type, access technology from the CRM; this is a string data type. | What is the customer's current Tech Type for their plan? This is a string value from their C360 profile.",
6951,CUST_360_LAST_LOGIN_DATE,date,"A date data type field from the CRM system indicating the timestamp of a customer's most recent C360 portal login. | This date helps identify dormant users by their last login to the self-care app, enabling targeted re-engagement offers. | Used to segment subscribers by their last login date from the app to analyze digital adoption and its impact on loyalty. | Customer's most recent app access date, last C360 login, latest portal activity date. | What was the customer's last login date on their online account?",
6952,CUST_360_CARD_SAVED_FLAG,numeric,"A numeric field from the CRM system, the Card Saved Flag indicates if a customer has stored their payment details for auto-renewal or billing. | This numeric flag identifies subscribers with a Card Saved, enabling targeted campaigns for auto-pay enrollment to streamline billing and reduce payment failures. | Used for customer segmentation, this numeric Card Saved Flag helps analyze payment convenience as a factor in churn prediction models and ARPU analysis. | Subscribers with a card on file, numeric payment method saved flag, customers with a saved card, C360 card saved status from the billing profile. | Does this subscriber's account have a Card Saved for billing? Show me the numeric flag.",
6953,CUST_360_APP_LAST_PAGE_VISITED,string,"A string data field from the CRM system that stores the name of the last page visited by a customer in the C360 App. | Identifies customer intent based on the last page visited in the C360 App, helping our call center agents personalize support. This is a string value. | Used for segmenting users based on the last page visited in the C360 App, enabling targeted campaigns from our marketing automation platform. It's a string. | What was the final screen viewed in the C360 App? Show me the last visited page from the customer's digital journey. This is a string field. | Which page in the C360 App did the subscriber last see before logging a support ticket? The page name is a string.",
6954,CUST_360_ACCOUNT_CATEGRY,string,"A string data field from the CRM system that defines the customer's Account Category, such as 'Prepaid', 'Postpaid', or 'Enterprise'. | Used by the billing system to apply specific tariffs and promotions based on the customer's string-based Account Category, like 'SOHO' or 'Residential'. | This string attribute enables segmentation in the analytics platform to analyze revenue and usage trends across each Account Category for targeted marketing. | Show me the customer's Account type; What is the subscriber's C360 Category?; Find the string value for the customer's account classification from the data warehouse. | What is the string value for this customer's Account Category in the provisioning system?",
6955,CUST_360_NEW_PLAN_NAME,string,"A string data field from the billing system that stores the official New Plan Name associated with a subscriber's account. | Identifies the New Plan Name (a string) to track tariff migration trends and measure the success of plan upgrade campaigns from the CRM. | Enables segmentation of the subscriber base by New Plan Name (a string) to analyze adoption rates and performance of different tariff offerings. | Subscriber's current tariff, customer's New Plan Name, active subscription package; a string value found in the customer's billing profile. | Show me the New Plan Name for this subscriber from their CRM record. This is a string data type.",
6956,CUST_360_NEW_RATE,numeric,"A numeric field from the CRM system representing the subscriber's recently updated plan or tariff, known as the C360 New Rate. | This numeric C360 New Rate is used by the billing system to track revenue changes and predict the impact on a subscriber's ARPU. | This numeric C360 New Rate is used for customer segmentation to analyze plan migration trends and its correlation with churn risk. | Show me the numeric value for the customer's latest tariff, the New Rate from the C360 profile, or their updated plan cost. | What is the subscriber's numeric C360 New Rate after their last plan change?",
6957,CUST_360_NEW_TECH,string,"A string field from the CRM's C360 profile indicating the specific New Tech (e.g., '5G', 'eSIM') adopted by a subscriber. | Used in marketing campaigns to identify subscribers with a specific New Tech for upselling compatible devices or services; it's a string data type. | Enables customer segmentation based on the C360 New Tech string value, helping to analyze adoption trends and personalize offers from the billing system. | Subscriber's latest Tech adoption, C360 technology flag, customer's new network service type; all are string values from the subscriber profile. | What is the customer's New Tech status in their C360 profile? This is a string value.",
6958,CUST_360_START_DATE,date,"This Date field from the CRM system records the C360 Start Date, marking when a customer's comprehensive profile was first created. | The C360 Start Date is a Date value used by the billing system to calculate customer tenure and eligibility for loyalty programs. | This Date field, the C360 Start Date, is used for analyzing subscriber lifecycle stages and segmenting customers based on their relationship length. | Synonyms for this Date field include 'customer profile creation date', 'subscriber activation start date', or 'initial C360 record date'. | What is the C360 Start Date for this customer from the CRM system? I need the specific Date.",
6959,CUST_360_CONTRACT_END_DATE,date,"A date data type field from the CRM system that stores the specific Contract End Date for a subscriber's current service agreement. | Identify subscribers whose Contract End Date is approaching to proactively target them with retention campaigns from the marketing platform. This is a date field. | Segment subscribers based on their Contract End Date for churn prediction models and to analyze renewal offer effectiveness. This is a date data type. | Show me the service agreement expiration, plan renewal date, or Contract End Date from the billing system. This is a date data type. | When is this subscriber's Contract End Date? This is a date data type from the CRM.",
6960,CUST_360_OLD_PLAN_NAME,string,"A string data field from the CRM system that stores the subscriber's previous or Old Plan Name before their most recent change. | This string value helps identify subscribers who downgraded from a premium Old Plan, enabling targeted retention campaigns from the billing system. | Used for migration analysis by tracking the string value of the Old Plan Name to understand tariff switching behavior in our subscriber base. | Previous tariff, former subscription name, subscriber's Old Plan, prior service plan name. This is a string value from the CRM. | What was the customer's Old Plan Name before they switched? This is a string value from the billing system.",
6961,CUST_360_OLD_RATE,numeric,"A numeric field from the CRM system representing the subscriber's previous or Old Rate for their tariff plan. | This numeric value of the Old Rate from the billing system helps identify customers for upsell campaigns based on their previous plan cost. | Used for numeric segmentation to analyze ARPU changes by comparing a customer's Old Rate with their current tariff plan. | Previous plan price, subscriber's former tariff, C360 Old Rate value, prior numeric plan cost from the customer profile. | What was the subscriber's Old Rate before they changed their plan? Show me the numeric value.",
6962,CUST_360_COMMITMENT_OLD_TECH,string,"A string data type from the CRM system indicating a subscriber's active commitment to a service on an old technology platform. | Used in marketing to identify customers with an old tech commitment for targeted migration campaigns to modern network services; a string data type. | Supports C360 analytics for segmenting users with an old tech commitment to predict churn and personalize upgrade offers; a string data type. | Legacy service commitment, customer on old tech plan, subscriber contract on outdated network, old tech commitment flag; a string data type. | Show me customers with an active commitment to an old tech plan from the billing system. This is a string data type.",
6963,CUST_360_OLD_PLAN_COMMITMENT_START_DATE,date,"A date data type from the CRM system capturing the exact commitment start date for a subscriber's old plan. | This date value helps retention teams identify when an old plan commitment began, to time upgrade offers before the contract ends. | This date field is used to analyze tenure on a previous contract, using the old plan commitment start date for loyalty segmentation. | Previous contract start date; prior plan agreement date; old plan commitment initiation date; start date of former tariff (date type). | When did the subscriber's old plan commitment start? (date value)",
6964,CUST_360_OLD_PLAN_COMMITMENT_END_DATE,date,"This Date field from the CRM system indicates the specific Commitment End Date for a subscriber's previous or old plan. | Identifies subscribers whose Old Plan commitment is ending, enabling targeted retention campaigns before the contract end date, which is a Date value. | Used to analyze churn risk by segmenting subscribers based on their upcoming Old Plan Commitment End Date, which is a Date data type. | Previous contract expiry, prior tariff commitment end, Old Plan lock-in end date; all are Date values from the billing system. | Show me the Old Plan Commitment End Date for this subscriber from the CRM; this is a Date value.",
6965,CUST_360_ORDER_DATE,date,"This Date field represents the specific C360 Order Date when a subscriber placed an order, as recorded in the CRM system. | Use the C360 Order Date (Date) to time follow-up campaigns or check eligibility for recent activation offers from our billing system. | Analyze the C360 Order Date (Date) to understand purchasing frequency and key milestones in the subscriber lifecycle for segmentation. | Synonyms include: customer purchase date, service order date, transaction date from the CRM. This is a Date field for the C360 Order. | When was the customer's last C360 Order Date for a new plan? This is a Date field from the billing system.",
6966,CUST_360_COMPLETED_DATE,date,"This Date data type field from the CRM system indicates the C360 Completed Date, marking when a customer's 360-degree profile was last fully updated. | Use the C360 Completed Date (a Date field) to ensure customer service agents have the most recent profile information before initiating a retention campaign. | Analyze the C360 Completed Date (a Date field) for data freshness segmentation, identifying subscribers with outdated profiles in our data warehouse. | Synonyms for this Date field include 'Customer 360 profile update date', 'last C360 completion date', or 'CRM profile refresh date'. | When was the subscriber's profile C360 Completed Date? This is a Date value from our customer management system.",
6967,CUST_360_IS_TV,string,"A string data type from the C360 profile indicating whether a subscriber has an active TV service in their plan. | A string flag used by marketing teams to identify subscribers without a TV service for targeted cross-sell campaigns promoting new entertainment bundles. | Used for customer segmentation from the C360 view; this string attribute helps analyze TV service penetration and informs bundling strategies. | Subscriber has TV service, customer TV subscription status, Is TV active in C360. This is a string data type. | Does this customer have a TV plan? This C360 string attribute will confirm their subscription status.",
6968,CUST_360_ACCOUNT_NO,string,"A unique string identifier representing the C360 Account No, used in the CRM system to link all customer interactions and services. | Used by customer service agents to retrieve a subscriber's full profile using the C360 Account No (string) from the billing system. | Analytically, the C360 Account No (string) serves as a primary key in the data warehouse for creating a unified customer view for segmentation. | Synonyms include: Customer ID, Subscriber Account No, CRM identifier, or the primary C360 Account No (string) for a subscriber's profile. | What is the C360 Account No (string) for this specific customer in the CRM?",
6969,CUST_360_PLAN_MIGRATION_BY_SERVICE,string,"A string field from the CRM indicating the new service plan a subscriber has migrated to, capturing the plan migration event. | Identifies which new service plans are popular for migration, guiding marketing campaigns for upselling or cross-selling specific tariff options. This is a string value. | Used for segmentation based on plan migration behavior to analyze drivers for upgrades or downgrades and predict potential churn. This is a string attribute. | Show customer's new service plan; recent plan migration details; what tariff did the account switch to? This is a string field. | What new service plan did this subscriber migrate to? This is a string value.",
6970,CUST_360_PLAN_MOVEMENT_DIRECTION,string,"A string field from the CRM system indicating the direction of a subscriber's last plan movement, such as 'Upgrade' or 'Downgrade'. | Identifies the plan movement direction (a string value) to assess impacts on ARPU and design targeted retention or upsell campaigns. | Used for customer segmentation based on plan movement direction (a string) to analyze churn drivers and predict customer lifetime value. | Subscriber plan change type, tariff movement direction, subscription upgrade/downgrade status; this is a string value from the billing system. | Did the customer's recent plan movement result in an upgrade or a downgrade on their account?",
6971,CUST_360_CONTRACT_MOVEMENT_OLD_CONTRACT,string,"A string data type field from the CRM system identifying the subscriber's previous or Old Contract before a plan movement. | Used by the retention team to analyze Contract Movement patterns by tracking the previous plan (a string value) a subscriber migrated from. | For churn analysis, this string value segments subscribers based on their Old Contract to understand migration trends from less popular tariffs. | Previous plan name, prior tariff ID, former subscription type, Old Contract identifier; all are string values from the billing system. | What was the subscriber's Old Contract plan name (a string) before they changed their tariff in the CRM?",
6972,CUST_360_CONTRACT_MOVEMENT_NEW_CONTRACT,string,"A String data type field from the CRM system indicating if a subscriber has initiated a New Contract, marking a contract movement. | This String value identifies a Contract Movement, helping the marketing team exclude recently acquired subscribers from retention campaigns in the campaign manager. | Used as a String flag to analyze the effectiveness of an acquisition channel by tracking every New Contract event in the data warehouse. | Subscriber's New Contract status, customer contract change, recent plan agreement; a String value indicating a new commitment in the billing system. | Show me subscribers who signed a New Contract last month, based on the String flag from the provisioning system.",
6973,CUST_360_CSR,string,"A string data field from the CRM system identifying the last Customer Service Representative (Csr) who interacted with the subscriber. | This C360 string value helps track Csr performance and link interactions from the contact center to service quality feedback from subscribers. | Used for churn analysis by correlating specific Csr interactions, a string value, with subsequent customer behavior recorded in the billing system. | Last agent contact, C360 Csr identifier, handling agent ID from the CRM; this is a string value for the subscriber. | Which Csr last handled this subscriber's query, and what is the string ID from the C360 profile?",
6974,CUST_360_REGION,string,"A string data field from the CRM system indicating the customer's geographical C360 Region for service provisioning and support. | Used in marketing campaigns to target subscribers in a specific C360 Region with localized offers; this is a string data type. | A string dimension for segmenting subscribers to analyze network performance or churn rates by C360 Region in our analytics platform. | Subscriber's geographical area, customer location, service Region, C360 area; all are string values from the billing system. | What is the customer's C360 Region? This is a string value from the customer's profile.",
6975,CUST_360_DEALER,string,"A string data field from the CRM system identifying the specific dealer or sales agent associated with a subscriber's account activation. | This string value helps track sales channel performance and manage commission payouts by identifying the originating C360 Dealer for each new subscriber. | Used for analytical segmentation to analyze churn rates by the onboarding C360 Dealer, providing insights into channel effectiveness as a string attribute. | Alternate queries for this string data include 'Acquisition Dealer', 'Onboarding Agent Name', 'Point of Sale Partner', or 'C360 Dealer' for subscribers. | Which dealer (a string value) signed up this subscriber? Find the C360 Dealer name from their customer profile.",
6976,CUST_360_CHANNEL,string,"This string data type field from the CRM system identifies the last interaction C360 Channel used by a subscriber. | This string value helps optimize campaign outreach by identifying the customer's preferred C360 Channel for communication, like 'SMS' or 'Email'. | This string field is used for segmenting subscribers based on their preferred interaction Channel, improving campaign response rate analysis. | Synonyms for this string data type include: last contact channel, customer interaction channel, or preferred C360 communication method from the billing system. | What is the customer's primary C360 Channel (a string value) for campaign targeting?",
6977,CUST_360_ORDER_ID,numeric,"A unique numeric identifier, the C360 Order Id is sourced from the order management system to track each customer transaction. | The numeric C360 Order Id is used in our CRM to track service activations and resolve any subscriber billing inquiries. | This numeric C360 Order Id helps analyze the subscriber journey by linking specific orders to campaign responses and support interactions. | Customer transaction reference, service request number, unique numeric Order Id from the C360 platform, or purchase confirmation code. | What is the numeric C360 Order Id for this subscriber's latest service change in the billing system?",
6978,CUST_360_S_OFFERID,numeric,"A unique numeric identifier (Offerid) from the CRM system that represents a specific marketing promotion or service package for a subscriber. | This numeric Offerid is used by the marketing team to track the performance and uptake of a specific campaign or plan. | For analytical segmentation, this numeric Offerid helps identify which customer groups respond best to particular offers from the campaign management system. | Synonyms include promotion code, campaign ID, or the numeric Offerid linked to a subscriber's plan in the billing system. | What is the numeric Offerid for the recent data-booster campaign that this subscriber received?",
6979,CUST_360_ACTIVE_END_DATE,date,"A date field from the CRM system indicating the C360 Active End Date when a subscriber's service is scheduled to terminate. | The Active End Date is a date used by the billing system to trigger retention campaigns for subscribers nearing their service termination. | This date field, the C360 Active End Date, is used for churn analysis and segmenting subscribers for proactive retention campaigns. | Synonyms for this date field include 'subscription end date', 'account deactivation date', or 'service termination Active End Date' in the CRM. | What is the subscriber's C360 Active End Date for their current plan? This is a date field from the billing system.",
6980,CUST_360_BARRED_STATE,string,"A string data field from the billing system indicating a subscriber's service restriction status, known as the C360 Barred State. | Used in the dunning process to identify subscribers in a specific 'Barred State' (a string value) for targeted collection or retention campaigns. | For segmenting customers based on their 'Barred State' string value to analyze payment behavior and predict churn risk within the subscriber base. | Alternate phrases: service restriction status, account suspension reason, or network access level, all captured as a 'Barred State' string in the CRM. | Is this customer's service currently barred? Show me the account's 'Barred State' string from the billing system.",
6981,CUST_360_ROAM_BARRED,string,"A string type field from the CRM indicating if a customer's C360 profile is flagged as Roam Barred, preventing international usage. | A string value used by credit control teams to manage high-risk accounts by applying a Roam Barred status in the billing system. | Used for customer segmentation in campaign management to exclude 'Roam Barred' subscribers from international roaming offers, which is a string data type. | Synonyms for this string field include 'International Roaming Blocked', 'Roam Barred Status', or 'Customer Prevented from Roaming' in the network provisioning system. | Is this subscriber's account Roam Barred? This is a string (text) based check in the customer's profile.",
6982,CUST_360_FIRST_CALL_DATE,date,"This Date data type field from the CRM system records the specific date of a subscriber's very first call on the network. | This Date value helps track the customer journey from activation, marking the First Call to calculate initial engagement and customer tenure. | Used for cohort analysis and segmentation based on the First Call Date to predict early churn risk and model customer lifetime value. | Synonyms for this Date field include 'subscriber's initial call date', 'activation call timestamp', or simply 'date of first network call'. | When was this customer's First Call Date? I need this Date value to check their initial billing cycle start.",
6983,CUST_360_GRACE_END_DATE,date,"A Date field from the CRM system marking the specific Grace End Date for a subscriber's account before service deactivation. | Identifies the Grace End Date for prepaid subscribers, enabling retention campaigns to prevent service disconnection. This is a Date value. | Analyzes the Grace End Date to segment at-risk subscribers for targeted top-up reminder campaigns. This is a Date field. | Synonyms include 'account grace period expiry', 'service suspension date', or 'final Grace End Date'. This is a Date type. | Show me subscribers whose plan Grace End Date is this week? This is a Date query.",
6984,CUST_360_SUSPENSION_DATE,date,"The specific date (a date data type) when a subscriber's service was temporarily suspended, as recorded in the CRM system. | Identifies the Suspension Date (a date data type) to manage the dunning process, track service interruptions, and inform customer retention strategies. | Used for analyzing the time to churn post-suspension; this Suspension Date (a date data type) helps in segmenting at-risk customers in our churn models. | Service hold date, account Suspension Date, date of temporary disconnection; a date data type from the customer's account status history. | When was this subscriber's service put on hold? Show me the Suspension Date (a date data type).",
